rented_at,season,weather,holiday,working_day,temp,feels_like,humidity,windspeed,casual,registered,rentals
2011-03-08T14:00,winter,mist,False,True,0.38,0.39,0.2,0.0,16,56,72
2011-03-08T15:00,winter,mist,False,True,0.36,0.38,0.18,0.0,35,77,112
2011-03-08T16:00,winter,clear,False,True,0.38,0.39,0.27,0.16,26,82,108
2011-03-08T17:00,winter,clear,False,True,0.36,0.35,0.27,0.22,39,209,248
2011-03-08T18:00,winter,clear,False,True,0.34,0.33,0.27,0.19,21,214,235
2011-03-08T19:00,winter,clear,False,True,0.34,0.35,0.31,0.1,9,141,150
2011-03-08T20:00,winter,clear,False,True,0.32,0.33,0.39,0.09,2,74,76
2011-03-08T21:00,winter,clear,False,True,0.3,0.29,0.49,0.19,7,68,75
2011-03-08T22:00,winter,clear,False,True,0.3,0.29,0.49,0.22,11,44,55
2011-03-08T23:00,winter,clear,False,True,0.28,0.27,0.61,0.19,3,38,41
2011-03-09T00:00,winter,clear,False,True,0.26,0.29,0.65,0.09,0,9,9
2011-03-09T01:00,winter,clear,False,True,0.26,0.27,0.52,0.13,0,4,4
2011-03-09T02:00,winter,clear,False,True,0.26,0.27,0.52,0.13,1,1,2
2011-03-09T03:00,winter,clear,False,True,0.24,0.26,0.7,0.09,1,2,3
2011-03-09T04:00,winter,clear,False,True,0.24,0.26,0.75,0.1,0,2,2
2011-03-09T05:00,winter,mist,False,True,0.24,0.24,0.81,0.13,1,7,8
2011-03-09T06:00,winter,mist,False,True,0.24,0.26,0.85,0.1,5,44,49
2011-03-09T07:00,winter,mist,False,True,0.24,0.24,0.87,0.16,18,123,141
2011-03-09T08:00,winter,mist,False,True,0.24,0.24,0.87,0.13,11,238,249
2011-03-09T09:00,winter,mist,False,True,0.26,0.24,0.87,0.25,5,136,141
2011-03-09T10:00,winter,mist,False,True,0.3,0.29,0.75,0.25,8,49,57
2011-03-09T11:00,winter,mist,False,True,0.32,0.29,0.76,0.39,15,44,59
2011-03-09T12:00,winter,mist,False,True,0.32,0.3,0.76,0.25,14,84,98
2011-03-09T13:00,winter,mist,False,True,0.32,0.29,0.76,0.36,17,82,99
2011-03-09T14:00,winter,mist,False,True,0.34,0.3,0.76,0.3,10,61,71
2011-03-09T15:00,winter,mist,False,True,0.36,0.33,0.71,0.3,15,64,79
2011-03-09T16:00,winter,mist,False,True,0.34,0.3,0.76,0.33,10,102,112
2011-03-09T17:00,winter,mist,False,True,0.34,0.3,0.76,0.3,18,176,194
2011-03-09T18:00,winter,mist,False,True,0.34,0.32,0.76,0.25,12,176,188
2011-03-09T19:00,winter,mist,False,True,0.34,0.3,0.76,0.33,11,123,134
2011-03-09T20:00,winter,mist,False,True,0.32,0.32,0.87,0.19,4,87,91
2011-03-09T21:00,winter,mist,False,True,0.32,0.3,0.93,0.33,10,52,62
2011-03-09T22:00,winter,light rain,False,True,0.32,0.32,0.93,0.16,4,17,21
2011-03-09T23:00,winter,light rain,False,True,0.34,0.33,0.93,0.19,1,17,18
2011-03-10T00:00,winter,light rain,False,True,0.34,0.32,0.0,0.25,3,0,3
2011-03-10T01:00,winter,light rain,False,True,0.34,0.32,0.0,0.25,0,2,2
2011-03-10T02:00,winter,light rain,False,True,0.34,0.32,0.0,0.25,0,1,1
2011-03-10T05:00,winter,light rain,False,True,0.36,0.35,0.0,0.19,1,2,3
2011-03-10T06:00,winter,light rain,False,True,0.36,0.33,0.0,0.33,0,12,12
2011-03-10T07:00,winter,light rain,False,True,0.38,0.39,0.0,0.22,1,36,37
2011-03-10T08:00,winter,light rain,False,True,0.38,0.39,0.0,0.28,1,43,44
2011-03-10T09:00,winter,light rain,False,True,0.4,0.41,0.0,0.22,1,23,24
2011-03-10T10:00,winter,light rain,False,True,0.4,0.41,0.0,0.16,0,17,17
2011-03-10T11:00,winter,light rain,False,True,0.4,0.41,0.0,0.25,6,5,11
2011-03-10T12:00,winter,light rain,False,True,0.42,0.42,0.0,0.22,4,30,34
2011-03-10T13:00,winter,light rain,False,True,0.42,0.42,0.0,0.22,1,11,12
2011-03-10T14:00,winter,light rain,False,True,0.44,0.44,0.0,0.3,0,12,12
2011-03-10T15:00,winter,light rain,False,True,0.44,0.44,0.0,0.22,3,11,14
2011-03-10T16:00,winter,light rain,False,True,0.42,0.42,0.0,0.25,1,20,21
2011-03-10T17:00,winter,mist,False,True,0.44,0.44,0.0,0.39,2,109,111
2011-03-10T18:00,winter,light rain,False,True,0.44,0.44,0.0,0.36,2,80,82
2011-03-10T19:00,winter,light rain,False,True,0.44,0.44,0.0,0.58,5,51,56
2011-03-10T20:00,winter,light rain,False,True,0.36,0.33,0.0,0.33,9,29,38
2011-03-10T21:00,winter,light rain,False,True,0.36,0.35,0.0,0.22,1,27,28
2011-03-10T22:00,winter,mist,False,True,0.34,0.33,0.0,0.13,4,30,34
2011-03-10T23:00,winter,light rain,False,True,0.34,0.35,0.0,0.09,1,26,27
2011-03-11T00:00,winter,mist,False,True,0.34,0.35,1.0,0.09,0,6,6
2011-03-11T01:00,winter,light rain,False,True,0.34,0.35,1.0,0.1,0,8,8
2011-03-11T02:00,winter,light rain,False,True,0.34,0.35,1.0,0.1,2,3,5
2011-03-11T03:00,winter,mist,False,True,0.32,0.33,0.93,0.09,0,2,2
2011-03-11T05:00,winter,clear,False,True,0.3,0.29,0.81,0.22,1,6,7
2011-03-11T06:00,winter,clear,False,True,0.26,0.24,0.81,0.28,1,31,32
2011-03-11T07:00,winter,clear,False,True,0.26,0.26,0.7,0.19,10,104,114
2011-03-11T08:00,winter,clear,False,True,0.28,0.27,0.7,0.25,15,244,259
2011-03-11T09:00,winter,mist,False,True,0.3,0.29,0.61,0.28,13,143,156
2011-03-11T10:00,winter,mist,False,True,0.32,0.3,0.57,0.3,18,60,78
2011-03-11T11:00,winter,mist,False,True,0.32,0.3,0.57,0.3,14,67,81
2011-03-11T12:00,winter,mist,False,True,0.34,0.32,0.53,0.25,15,96,111
2011-03-11T13:00,winter,clear,False,True,0.36,0.33,0.53,0.25,15,92,107
2011-03-11T14:00,winter,mist,False,True,0.36,0.33,0.5,0.36,25,64,89
2011-03-11T15:00,winter,mist,False,True,0.34,0.32,0.53,0.25,21,64,85
2011-03-11T16:00,winter,mist,False,True,0.34,0.3,0.49,0.3,18,95,113
2011-03-11T17:00,winter,clear,False,True,0.34,0.32,0.49,0.22,23,200,223
2011-03-11T18:00,winter,clear,False,True,0.32,0.3,0.49,0.33,19,134,153
2011-03-11T19:00,winter,clear,False,True,0.3,0.27,0.56,0.33,7,111,118
2011-03-11T20:00,winter,clear,False,True,0.3,0.3,0.56,0.16,6,70,76
2011-03-11T21:00,winter,mist,False,True,0.3,0.29,0.52,0.25,10,43,53
2011-03-11T22:00,winter,clear,False,True,0.3,0.3,0.52,0.16,11,53,64
2011-03-11T23:00,winter,clear,False,True,0.3,0.29,0.52,0.25,3,34,37
2011-03-12T00:00,winter,clear,False,False,0.26,0.27,0.6,0.13,4,30,34
2011-03-12T01:00,winter,clear,False,False,0.24,0.23,0.65,0.19,3,15,18
2011-03-12T02:00,winter,clear,False,False,0.24,0.23,0.65,0.19,0,14,14
2011-03-12T03:00,winter,clear,False,False,0.24,0.23,0.65,0.25,1,6,7
2011-03-12T04:00,winter,clear,False,False,0.24,0.23,0.65,0.25,0,1,1
2011-03-12T05:00,winter,clear,False,False,0.22,0.23,0.69,0.19,0,2,2
2011-03-12T06:00,winter,clear,False,False,0.22,0.21,0.75,0.25,2,2,4
2011-03-12T07:00,winter,clear,False,False,0.24,0.23,0.7,0.19,4,19,23
2011-03-12T08:00,winter,clear,False,False,0.26,0.26,0.65,0.16,9,44,53
2011-03-12T09:00,winter,clear,False,False,0.28,0.29,0.65,0.1,25,76,101
2011-03-12T10:00,winter,clear,False,False,0.32,0.3,0.66,0.22,21,78,99
2011-03-12T11:00,winter,clear,False,False,0.34,0.3,0.49,0.33,36,83,119
2011-03-12T12:00,winter,clear,False,False,0.34,0.32,0.53,0.28,51,107,158
2011-03-12T13:00,winter,clear,False,False,0.36,0.33,0.51,0.36,62,95,157
2011-03-12T14:00,winter,clear,False,False,0.4,0.41,0.5,0.45,70,96,166
2011-03-12T15:00,winter,clear,False,False,0.42,0.42,0.44,0.49,81,101,182
2011-03-12T16:00,winter,clear,False,False,0.46,0.45,0.41,0.45,100,144,244
2011-03-12T17:00,winter,clear,False,False,0.46,0.45,0.44,0.33,99,114,213
2011-03-12T18:00,winter,clear,False,False,0.42,0.42,0.54,0.16,54,91,145
2011-03-12T19:00,winter,clear,False,False,0.42,0.42,0.54,0.09,26,86,112
2011-03-12T20:00,winter,clear,False,False,0.4,0.41,0.58,0.1,22,64,86
2011-03-12T21:00,winter,clear,False,False,0.38,0.39,0.62,0.0,36,46,82
2011-03-12T22:00,winter,clear,False,False,0.36,0.38,0.71,0.0,7,56,63
2011-03-12T23:00,winter,clear,False,False,0.38,0.39,0.66,0.09,11,38,49
2011-03-13T00:00,winter,clear,False,False,0.38,0.39,0.62,0.1,3,35,38
2011-03-13T01:00,winter,clear,False,False,0.36,0.35,0.66,0.13,10,23,33
2011-03-13T03:00,winter,clear,False,False,0.34,0.33,0.76,0.13,6,17,23
2011-03-13T04:00,winter,clear,False,False,0.34,0.33,0.66,0.16,4,9,13
2011-03-13T05:00,winter,clear,False,False,0.36,0.35,0.62,0.13,0,3,3
2011-03-13T06:00,winter,clear,False,False,0.34,0.36,0.66,0.0,0,2,2
2011-03-13T07:00,winter,clear,False,False,0.36,0.35,0.62,0.19,2,8,10
2011-03-13T08:00,winter,clear,False,False,0.4,0.41,0.5,0.3,11,23,34
2011-03-13T09:00,winter,clear,False,False,0.4,0.41,0.5,0.42,8,36,44
2011-03-13T10:00,winter,clear,False,False,0.42,0.42,0.47,0.25,36,86,122
2011-03-13T11:00,winter,clear,False,False,0.44,0.44,0.41,0.42,88,93,181
2011-03-13T12:00,winter,clear,False,False,0.46,0.45,0.38,0.39,74,120,194
2011-03-13T13:00,winter,clear,False,False,0.46,0.45,0.38,0.39,97,124,221
2011-03-13T14:00,winter,clear,False,False,0.46,0.45,0.41,0.3,144,106,250
2011-03-13T15:00,winter,clear,False,False,0.48,0.47,0.39,0.33,149,155,304
2011-03-13T16:00,winter,clear,False,False,0.46,0.45,0.41,0.39,124,132,256
2011-03-13T17:00,winter,clear,False,False,0.44,0.44,0.41,0.36,98,143,241
2011-03-13T18:00,winter,clear,False,False,0.4,0.41,0.43,0.36,55,92,147
2011-03-13T19:00,winter,clear,False,False,0.36,0.33,0.5,0.36,28,73,101
2011-03-13T20:00,winter,clear,False,False,0.32,0.3,0.57,0.3,23,54,77
2011-03-13T21:00,winter,clear,False,False,0.3,0.29,0.56,0.25,9,49,58
2011-03-13T22:00,winter,clear,False,False,0.3,0.27,0.56,0.33,8,29,37
2011-03-13T23:00,winter,clear,False,False,0.26,0.26,0.65,0.22,5,23,28
2011-03-14T00:00,winter,clear,False,True,0.26,0.27,0.65,0.1,4,7,11
2011-03-14T01:00,winter,clear,False,True,0.26,0.29,0.65,0.09,0,1,1
2011-03-14T02:00,winter,clear,False,True,0.26,0.29,0.65,0.09,0,1,1
2011-03-14T03:00,winter,clear,False,True,0.26,0.27,0.65,0.13,0,3,3
2011-03-14T05:00,winter,clear,False,True,0.24,0.24,0.7,0.13,0,8,8
2011-03-14T06:00,winter,clear,False,True,0.26,0.27,0.65,0.13,1,27,28
2011-03-14T07:00,winter,mist,False,True,0.28,0.32,0.61,0.0,4,84,88
2011-03-14T08:00,winter,mist,False,True,0.3,0.3,0.56,0.13,24,217,241
2011-03-14T09:00,winter,clear,False,True,0.32,0.3,0.53,0.33,13,127,140
2011-03-14T10:00,winter,clear,False,True,0.34,0.32,0.42,0.25,27,57,84
2011-03-14T11:00,winter,clear,False,True,0.36,0.33,0.4,0.25,26,45,71
2011-03-14T12:00,winter,clear,False,True,0.38,0.39,0.37,0.0,40,54,94
2011-03-14T13:00,winter,clear,False,True,0.38,0.39,0.36,0.33,24,51,75
2011-03-14T14:00,winter,mist,False,True,0.38,0.39,0.34,0.0,27,52,79
2011-03-14T15:00,winter,clear,False,True,0.38,0.39,0.37,0.16,24,77,101
2011-03-14T16:00,winter,clear,False,True,0.4,0.41,0.35,0.1,27,80,107
2011-03-14T17:00,winter,clear,False,True,0.38,0.39,0.4,0.19,42,229,271
2011-03-14T18:00,winter,clear,False,True,0.36,0.36,0.4,0.1,25,210,235
2011-03-14T19:00,winter,clear,False,True,0.36,0.35,0.43,0.13,17,133,150
2011-03-14T20:00,winter,clear,False,True,0.34,0.32,0.46,0.22,23,106,129
2011-03-14T21:00,winter,clear,False,True,0.34,0.33,0.46,0.13,5,58,63
2011-03-14T22:00,winter,clear,False,True,0.32,0.33,0.49,0.1,4,43,47
2011-03-14T23:00,winter,clear,False,True,0.32,0.35,0.53,0.0,2,17,19
2011-03-15T00:00,winter,clear,False,True,0.32,0.35,0.53,0.0,7,7,14
2011-03-15T01:00,winter,clear,False,True,0.3,0.3,0.62,0.09,4,6,10
2011-03-15T02:00,winter,clear,False,True,0.3,0.3,0.62,0.09,1,2,3
2011-03-15T04:00,winter,clear,False,True,0.24,0.26,0.75,0.09,1,1,2
2011-03-15T05:00,winter,clear,False,True,0.24,0.23,0.75,0.19,0,11,11
2011-03-15T06:00,winter,clear,False,True,0.22,0.23,0.8,0.19,3,32,35
2011-03-15T07:00,winter,clear,False,True,0.24,0.24,0.75,0.16,10,109,119
2011-03-15T08:00,winter,clear,False,True,0.26,0.29,0.7,0.09,23,259,282
2011-03-15T09:00,winter,mist,False,True,0.3,0.33,0.7,0.0,10,147,157
2011-03-15T10:00,winter,mist,False,True,0.32,0.32,0.66,0.19,22,56,78
2011-03-15T11:00,winter,mist,False,True,0.34,0.32,0.57,0.22,27,51,78
2011-03-15T12:00,winter,mist,False,True,0.36,0.35,0.5,0.22,32,70,102
2011-03-15T13:00,winter,mist,False,True,0.36,0.33,0.57,0.28,23,74,97
2011-03-15T14:00,winter,mist,False,True,0.38,0.39,0.46,0.3,14,74,88
2011-03-15T15:00,winter,mist,False,True,0.38,0.39,0.43,0.28,24,66,90
2011-03-15T16:00,winter,mist,False,True,0.38,0.39,0.46,0.33,21,93,114
2011-03-15T17:00,winter,mist,False,True,0.36,0.35,0.62,0.19,22,195,217
2011-03-15T18:00,winter,mist,False,True,0.36,0.33,0.62,0.3,18,207,225
2011-03-15T19:00,winter,mist,False,True,0.34,0.32,0.71,0.28,14,138,152
2011-03-15T20:00,winter,mist,False,True,0.34,0.32,0.71,0.28,9,79,88
2011-03-15T21:00,winter,light rain,False,True,0.32,0.33,0.81,0.1,2,53,55
2011-03-15T22:00,winter,mist,False,True,0.32,0.32,0.87,0.16,1,20,21
2011-03-15T23:00,winter,mist,False,True,0.32,0.32,0.87,0.16,1,17,18
2011-03-16T00:00,winter,light rain,False,True,0.3,0.29,0.93,0.25,0,8,8
2011-03-16T01:00,winter,light rain,False,True,0.3,0.27,1.0,0.3,1,2,3
2011-03-16T03:00,winter,mist,False,True,0.28,0.27,1.0,0.22,1,2,3
2011-03-16T04:00,winter,mist,False,True,0.3,0.3,0.93,0.16,0,1,1
2011-03-16T05:00,winter,mist,False,True,0.3,0.32,0.93,0.1,0,3,3
2011-03-16T06:00,winter,mist,False,True,0.3,0.32,0.93,0.1,1,30,31
2011-03-16T07:00,winter,mist,False,True,0.3,0.29,0.93,0.19,10,101,111
2011-03-16T08:00,winter,mist,False,True,0.32,0.32,0.93,0.0,26,227,253
2011-03-16T09:00,winter,mist,False,True,0.32,0.33,0.93,0.13,10,144,154
2011-03-16T10:00,winter,mist,False,True,0.36,0.35,0.81,0.16,19,49,68
2011-03-16T11:00,winter,mist,False,True,0.36,0.35,0.81,0.13,13,62,75
2011-03-16T12:00,winter,mist,False,True,0.4,0.41,0.71,0.1,23,65,88
2011-03-16T13:00,winter,mist,False,True,0.4,0.41,0.76,0.13,18,81,99
2011-03-16T14:00,winter,mist,False,True,0.4,0.41,0.76,0.22,33,67,100
2011-03-16T15:00,winter,mist,False,True,0.4,0.41,0.76,0.25,22,79,101
2011-03-16T16:00,winter,mist,False,True,0.4,0.41,0.76,0.16,30,121,151
2011-03-16T17:00,winter,mist,False,True,0.44,0.44,0.54,0.3,37,216,253
2011-03-16T18:00,winter,mist,False,True,0.44,0.44,0.54,0.22,26,211,237
2011-03-16T19:00,winter,mist,False,True,0.44,0.44,0.51,0.33,18,150,168
2011-03-16T20:00,winter,mist,False,True,0.42,0.42,0.54,0.3,10,111,121
2011-03-16T21:00,winter,mist,False,True,0.42,0.42,0.58,0.28,3,75,78
2011-03-16T22:00,winter,mist,False,True,0.4,0.41,0.62,0.39,11,48,59
2011-03-16T23:00,winter,clear,False,True,0.4,0.41,0.65,0.19,9,18,27
2011-03-17T00:00,winter,clear,False,True,0.38,0.39,0.66,0.25,4,19,23
2011-03-17T01:00,winter,clear,False,True,0.36,0.35,0.71,0.22,1,11,12
2011-03-17T02:00,winter,clear,False,True,0.34,0.3,0.71,0.3,3,5,8
2011-03-17T03:00,winter,clear,False,True,0.34,0.33,0.66,0.16,1,1,2
2011-03-17T04:00,winter,clear,False,True,0.34,0.33,0.71,0.19,0,3,3
2011-03-17T05:00,winter,clear,False,True,0.32,0.33,0.76,0.1,0,13,13
2011-03-17T06:00,winter,clear,False,True,0.32,0.32,0.76,0.19,4,47,51
2011-03-17T07:00,winter,clear,False,True,0.32,0.33,0.76,0.13,12,128,140
2011-03-17T08:00,winter,clear,False,True,0.36,0.35,0.66,0.13,17,282,299
2011-03-17T09:00,winter,clear,False,True,0.4,0.41,0.62,0.25,23,162,185
2011-03-17T10:00,winter,clear,False,True,0.44,0.44,0.54,0.33,9,69,78
2011-03-17T11:00,winter,clear,False,True,0.44,0.44,0.54,0.28,20,66,86
2011-03-17T12:00,winter,clear,False,True,0.5,0.48,0.45,0.22,24,81,105
2011-03-17T13:00,winter,mist,False,True,0.52,0.5,0.42,0.09,26,85,111
2011-03-17T14:00,winter,clear,False,True,0.5,0.48,0.45,0.1,32,87,119
2011-03-17T15:00,winter,clear,False,True,0.52,0.5,0.42,0.25,30,95,125
2011-03-17T16:00,winter,clear,False,True,0.5,0.48,0.48,0.28,34,108,142
2011-03-17T17:00,winter,clear,False,True,0.5,0.48,0.42,0.19,48,265,313
2011-03-17T18:00,winter,mist,False,True,0.46,0.45,0.59,0.16,50,260,310
2011-03-17T19:00,winter,clear,False,True,0.44,0.44,0.58,0.19,18,189,207
2011-03-17T20:00,winter,clear,False,True,0.42,0.42,0.67,0.22,25,112,137
2011-03-17T21:00,winter,clear,False,True,0.42,0.42,0.62,0.22,19,119,138
2011-03-17T22:00,winter,clear,False,True,0.4,0.41,0.66,0.22,17,70,87
2011-03-17T23:00,winter,clear,False,True,0.42,0.42,0.62,0.28,7,43,50
2011-03-18T00:00,winter,clear,False,True,0.42,0.42,0.58,0.28,5,24,29
2011-03-18T01:00,winter,clear,False,True,0.4,0.41,0.62,0.25,4,12,16
2011-03-18T02:00,winter,clear,False,True,0.4,0.41,0.62,0.19,5,9,14
2011-03-18T03:00,winter,clear,False,True,0.36,0.35,0.71,0.19,1,4,5
2011-03-18T05:00,winter,clear,False,True,0.38,0.39,0.66,0.16,2,8,10
2011-03-18T06:00,winter,clear,False,True,0.4,0.41,0.66,0.19,1,35,36
2011-03-18T07:00,winter,clear,False,True,0.4,0.41,0.66,0.19,11,112,123
2011-03-18T08:00,winter,clear,False,True,0.42,0.42,0.67,0.25,24,256,280
2011-03-18T09:00,winter,clear,False,True,0.46,0.45,0.63,0.22,18,192,210
2011-03-18T10:00,winter,clear,False,True,0.52,0.5,0.53,0.28,43,74,117
2011-03-18T11:00,winter,clear,False,True,0.54,0.52,0.52,0.28,55,104,159
2011-03-18T12:00,winter,mist,False,True,0.56,0.53,0.49,0.36,72,123,195
2011-03-18T13:00,winter,clear,False,True,0.64,0.62,0.41,0.28,57,118,175
2011-03-18T14:00,winter,clear,False,True,0.66,0.62,0.39,0.25,71,103,174
2011-03-18T15:00,winter,mist,False,True,0.68,0.64,0.39,0.36,62,111,173
2011-03-18T16:00,winter,clear,False,True,0.68,0.64,0.39,0.28,67,137,204
2011-03-18T17:00,winter,clear,False,True,0.7,0.64,0.37,0.33,95,237,332
2011-03-18T18:00,winter,clear,False,True,0.68,0.64,0.39,0.16,84,247,331
2011-03-18T19:00,winter,clear,False,True,0.66,0.62,0.44,0.13,58,132,190
2011-03-18T20:00,winter,clear,False,True,0.62,0.62,0.46,0.13,46,103,149
2011-03-18T21:00,winter,clear,False,True,0.62,0.62,0.46,0.1,22,91,113
2011-03-18T22:00,winter,clear,False,True,0.62,0.62,0.5,0.16,55,63,118
2011-03-18T23:00,winter,mist,False,True,0.6,0.62,0.53,0.22,26,60,86
2011-03-19T00:00,winter,mist,False,False,0.6,0.62,0.53,0.25,26,50,76
2011-03-19T01:00,winter,mist,False,False,0.58,0.55,0.46,0.36,16,35,51
2011-03-19T02:00,winter,mist,False,False,0.56,0.53,0.43,0.22,5,20,25
2011-03-19T03:00,winter,mist,False,False,0.54,0.52,0.39,0.33,1,7,8
2011-03-19T04:00,winter,clear,False,False,0.52,0.5,0.34,0.42,1,2,3
2011-03-19T05:00,winter,clear,False,False,0.52,0.5,0.34,0.42,0,2,2
2011-03-19T06:00,winter,clear,False,False,0.44,0.44,0.44,0.42,0,10,10
2011-03-19T07:00,winter,clear,False,False,0.4,0.41,0.5,0.33,4,9,13
2011-03-19T08:00,winter,clear,False,False,0.42,0.42,0.47,0.49,11,37,48
2011-03-19T09:00,winter,clear,False,False,0.42,0.42,0.44,0.46,35,41,76
2011-03-19T10:00,winter,clear,False,False,0.44,0.44,0.38,0.42,55,85,140
2011-03-19T11:00,winter,clear,False,False,0.46,0.45,0.36,0.45,90,106,196
2011-03-19T12:00,winter,clear,False,False,0.46,0.45,0.33,0.42,126,141,267
2011-03-19T13:00,winter,clear,False,False,0.5,0.48,0.34,0.46,174,127,301
2011-03-19T14:00,winter,clear,False,False,0.5,0.48,0.31,0.49,168,144,312
2011-03-19T15:00,winter,clear,False,False,0.5,0.48,0.29,0.42,170,143,313
2011-03-19T16:00,winter,clear,False,False,0.5,0.48,0.31,0.39,175,129,304
2011-03-19T17:00,winter,clear,False,False,0.48,0.47,0.31,0.33,138,140,278
2011-03-19T18:00,winter,clear,False,False,0.46,0.45,0.31,0.33,92,125,217
2011-03-19T19:00,winter,clear,False,False,0.44,0.44,0.33,0.28,38,116,154
2011-03-19T20:00,winter,clear,False,False,0.42,0.42,0.35,0.22,39,69,108
2011-03-19T21:00,winter,clear,False,False,0.4,0.41,0.37,0.3,20,73,93
2011-03-19T22:00,winter,clear,False,False,0.4,0.41,0.37,0.33,27,45,72
2011-03-19T23:00,winter,clear,False,False,0.38,0.39,0.4,0.3,13,37,50
2011-03-20T00:00,winter,clear,False,False,0.34,0.3,0.49,0.42,7,33,40
2011-03-20T01:00,winter,clear,False,False,0.32,0.29,0.53,0.36,2,22,24
2011-03-20T02:00,winter,clear,False,False,0.3,0.29,0.52,0.28,6,24,30
2011-03-20T03:00,winter,clear,False,False,0.28,0.27,0.56,0.25,1,11,12
2011-03-20T04:00,winter,clear,False,False,0.26,0.26,0.56,0.22,2,1,3
2011-03-20T05:00,winter,clear,False,False,0.26,0.26,0.6,0.19,3,6,9
2011-03-20T06:00,winter,clear,False,False,0.26,0.26,0.6,0.22,1,3,4
2011-03-20T07:00,winter,clear,False,False,0.24,0.23,0.6,0.22,5,9,14
2011-03-20T08:00,winter,clear,False,False,0.28,0.27,0.56,0.16,7,30,37
2011-03-20T09:00,winter,clear,False,False,0.3,0.3,0.52,0.13,35,43,78
2011-03-20T10:00,winter,mist,False,False,0.32,0.35,0.45,0.0,55,81,136
2011-03-20T11:00,winter,clear,False,False,0.34,0.35,0.39,0.1,92,111,203
2011-03-20T12:00,winter,clear,False,False,0.36,0.36,0.4,0.1,120,108,228
2011-03-20T13:00,winter,clear,False,False,0.38,0.39,0.34,0.0,88,115,203
2011-03-20T14:00,winter,clear,False,False,0.4,0.41,0.3,0.0,145,134,279
2011-03-20T15:00,winter,clear,False,False,0.4,0.41,0.32,0.09,172,136,308
2011-03-20T16:00,winter,clear,False,False,0.42,0.42,0.32,0.0,92,132,224
2011-03-20T17:00,winter,clear,False,False,0.4,0.41,0.35,0.28,83,143,226
2011-03-20T18:00,winter,clear,False,False,0.38,0.39,0.4,0.36,58,98,156
2011-03-20T19:00,winter,clear,False,False,0.36,0.33,0.43,0.28,21,58,79
2011-03-20T20:00,winter,clear,False,False,0.36,0.33,0.46,0.28,21,46,67
2011-03-20T21:00,winter,mist,False,False,0.34,0.32,0.53,0.28,10,39,49
2011-03-20T22:00,winter,mist,False,False,0.34,0.3,0.53,0.33,8,30,38
2011-03-20T23:00,winter,light rain,False,False,0.34,0.3,0.61,0.39,13,11,24
2011-03-21T00:00,spring,light rain,False,True,0.34,0.3,0.66,0.39,2,11,13
2011-03-21T01:00,spring,mist,False,True,0.34,0.3,0.71,0.39,1,6,7
2011-03-21T02:00,spring,mist,False,True,0.34,0.3,0.71,0.33,1,5,6
2011-03-21T03:00,spring,mist,False,True,0.34,0.3,0.71,0.33,0,1,1
2011-03-21T05:00,spring,clear,False,True,0.32,0.3,0.81,0.3,1,1,2
2011-03-21T06:00,spring,light rain,False,True,0.32,0.3,0.76,0.25,2,30,32
2011-03-21T07:00,spring,light rain,False,True,0.3,0.27,0.87,0.42,3,15,18
2011-03-21T08:00,spring,mist,False,True,0.3,0.27,0.87,0.42,3,95,98
2011-03-21T09:00,spring,mist,False,True,0.34,0.3,0.81,0.33,12,115,127
2011-03-21T10:00,spring,mist,False,True,0.38,0.39,0.76,0.39,17,45,62
2011-03-21T11:00,spring,mist,False,True,0.42,0.42,0.71,0.3,32,47,79
2011-03-21T12:00,spring,mist,False,True,0.44,0.44,0.77,0.25,25,56,81
2011-03-21T13:00,spring,mist,False,True,0.5,0.48,0.63,0.22,35,77,112
2011-03-21T14:00,spring,mist,False,True,0.54,0.52,0.64,0.22,36,65,101
2011-03-21T15:00,spring,mist,False,True,0.56,0.53,0.6,0.22,41,66,107
2011-03-21T16:00,spring,mist,False,True,0.54,0.52,0.64,0.28,29,112,141
2011-03-21T17:00,spring,mist,False,True,0.54,0.52,0.64,0.25,41,231,272
2011-03-21T18:00,spring,mist,False,True,0.52,0.5,0.72,0.22,44,232,276
2011-03-21T19:00,spring,clear,False,True,0.58,0.55,0.6,0.42,22,199,221
2011-03-21T20:00,spring,clear,False,True,0.56,0.53,0.64,0.19,16,106,122
2011-03-21T21:00,spring,clear,False,True,0.46,0.45,0.94,0.19,12,79,91
2011-03-21T22:00,spring,clear,False,True,0.46,0.45,0.88,0.22,18,60,78
2011-03-21T23:00,spring,clear,False,True,0.46,0.45,0.88,0.09,8,22,30
2011-03-22T00:00,spring,clear,False,True,0.46,0.45,0.88,0.19,4,7,11
2011-03-22T01:00,spring,clear,False,True,0.42,0.42,1.0,0.13,6,13,19
2011-03-22T02:00,spring,clear,False,True,0.44,0.44,0.94,0.09,0,1,1
2011-03-22T03:00,spring,clear,False,True,0.44,0.44,0.82,0.22,3,2,5
2011-03-22T04:00,spring,mist,False,True,0.42,0.42,0.82,0.16,0,1,1
2011-03-22T05:00,spring,mist,False,True,0.4,0.41,0.87,0.13,1,11,12
2011-03-22T06:00,spring,clear,False,True,0.4,0.41,0.87,0.25,2,58,60
2011-03-22T07:00,spring,mist,False,True,0.4,0.41,0.76,0.1,4,132,136
2011-03-22T08:00,spring,mist,False,True,0.4,0.41,0.58,0.3,24,312,336
2011-03-22T09:00,spring,mist,False,True,0.4,0.41,0.58,0.46,19,159,178
